FromNodeId,From_Author_Seed,ToNodeId,To_Author_Seed
280c999b51672bc2fa7ec731dd9d5ca6f2743f3f3212c8a63e46208b3f88d06e,c4a46746b60c6738c60fcd458ed1798b6b4acf606edeb49db3ee3bb2b903c438,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
b11b542ebe27c01cee552048aae44ce7bea34385ab28b39a1d503f06914d3bc9,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
1c6e619366b438eddbc4a937085937ebf2de1fced1a73e643cc9e289b0d446bc,f9f119bcac7d31ca38ee3c7c800e14715e645f0e10fc59cb41fa175ab963c921,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
5d94f442dee435adf08121bd418e5dfe31817dc02bbdc701e7ed3a7838c0183b,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764,b11b542ebe27c01cee552048aae44ce7bea34385ab28b39a1d503f06914d3bc9,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764
350afa3ec123efdc3a8170a60f491523ffd416e07d490e3fca4bb214de7fe4b9,5a3d33b5718e1fc877530b74b1a7fcb28fc9f701946a945da7ba0a10b8a56db3,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
abd0cd603ea9f0b05384a1b7cecd18b9f7ca9b1c1c6329611a3c13a2ce3d73bc,bf57134f6338353de77be0ef0cc409e993c3c9b44487c5a17da5f7db95dd3e96,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
f65d5b2dae73b3058130bded5d6b55f8899c17735c1e0671736abc9319c92c9e,5429cb8aa4d89377accb6ec04abb32e58dbaad80efd164f884429896e8792e54,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
bdb707cc54fb3bc71228b1a87292a0896ef0fc30055539ee3268e82f70c25986,0546a75049ff40a1c5f701ea7bedd03d7fb816a3d3e2c8d193da92207787b335,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
67b660aebb5c186d2917eb3861fc145f62d362a1547a5edf78e366e9881125fc,9317c6bae55975e6c0e43715c913510bd10d13fd7cf767e05605293d84870644,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
5d199ae27f03965e32456e45e1c0bb5d0d2eb97797376f13844d8e5d2d477cb8,f12f91011809dbc440c9773e9448532546e092e1f4d0a2513764b711a977661c,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
42086cdf6a61c13c669d57f95cb41dab7da2a0a12fc11a6e03d32657eb2fb944,b2ea724d1498e53d324f94754f3c84ed6b234ad6fb6ab88f089e4b32237308f6,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
ccf0b1a343aa222be04ad871ca69e44a1361e8cfc79132d33a9d3d58453336fb,f0a9630ccfeb038a8e88b8116d3cb4ab111584ac99331acc9deae68f04dca2de,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
810a57c2e0900a2568601d103495c55d5048839955154a8aaaa29c9ae11b2d2c,6b121d501fe2b12540f4ac55cc311c36edb192c9b7b381ebdd89a186e8dcbf3d,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
49f2a1af706bf04dbbf1ee53e7b3db9a69454d7fbcc588534dde8062356df716,b7a780487d8aa91845362c655b775ff7d8c248c5d314c42cee9622062d15e95f,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
c32408e6a366655131decf90ca31297d1b1f8827234246368422e0bd39d65656,659d5d268fd96b63533d65985ab8065b2c396ecf017ba6311bb01f0c181a61a5,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
9e644fe54db096e54e5458402456e0644c977c4eeb1b9f4f825eef6d1a9ea0c8,e857f5d6cd1e0591d5e229c6cd512798e7e6be8ec501a6649201e0c45112d1d2,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
4f5959e743afa197b22b9689ae54c76ae5c8b1dc9e4c36e1d8408c27b3dd728b,4943ac1c40ff8499b826a41b48b624d28b4d6fb9ee2bb5a4eada2a26381c4a09,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
935fe0c7009cd419ecc518498a7c98d973c337de999416c7ceb9d455a527dfce,75c84b418176865f9191ae0759658ee28a052bf4dabff2ec0c47da47e91ac308,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
2af2fee17a4fb819e34f0e486cd92ee45277af6667b70dee343537fd7a3fb07b,031c25f67ce62efde243242e3de47bbb109f08bb20d3f5db29751c17e0939a5c,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
1f86662e71864d5c80ef247671fe0c43280837b9833dbd23ff7c4caa3ca8837b,f6362155e237d0317d0624ce63b54d3ae71e3fa24a731f6720bfc64ec10d77cb,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
e9d4c7635dd0fbe393f483751d8bde2426d5ab35eb0750bbc4b3898a194ca5da,11cd8adcdf86b86c765b4c5730af5b6cac145db8166194c0516a50e243ad9dfc,abd0cd603ea9f0b05384a1b7cecd18b9f7ca9b1c1c6329611a3c13a2ce3d73bc,bf57134f6338353de77be0ef0cc409e993c3c9b44487c5a17da5f7db95dd3e96
be1b64ffff0220e1b2788a39119437dc0c9a97d53549efedb869d93720ce2b19,894f733cb57380fe25c90df36f57746fb5ad3a28da7a91623d2bfadad172e7b2,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
94a19bb36382f73705ba1a40e8c29a293c59b6172190157e2c1d7c5140673ae7,fe8853528bdee7911b91829edffd3479ee6376168c8790665ec59f1ecde8b05c,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
3cbcec963a15688da7b5b9b2134c3638b796458f8a157b4a5103517a44848899,834de696fd04fcecd7d0ab7377e6cf84c4773d82249d712c8f536005fe370086,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
75dbf8f6f7ae444cf3e87401268b7a4a5277121d7d1fcd15be9350418015d093,ecd4c1a621a22dce352d973c6a64f65a9e10e9362b6eb8be6ed0a5b2be29c528,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
6a36bb9b74ed53695d86fa60299fe7e74e4c49639868bc13dcc259cec91ffd2a,0cd37be5d7b62083c47bca3722ef39f8d192c13c59876b520191728896f37b3c,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
50d1b4298f434e88b54d1ad904c7b7ff0796406f2aa2790c6fd861282d73a045,d14b0f7b72a6bb2977854dc5b2f59409dbee717ae0d788079e2fccef063e3df1,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
4835887c6d0f931b5e03226c23e289dceb06120907b641c51762679c478ed3cb,9317c6bae55975e6c0e43715c913510bd10d13fd7cf767e05605293d84870644,67b660aebb5c186d2917eb3861fc145f62d362a1547a5edf78e366e9881125fc,9317c6bae55975e6c0e43715c913510bd10d13fd7cf767e05605293d84870644
33285aca9279bc7595ff54acf4090148b2bdc9310c7ee91722e03b12df0cafa9,7943d7146f884605cf0d59f59e5ade2b5c6f3ef1fefb6efd5a01011a87f37dff,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
f1f19695362ee43c418386f20cdff62c8130772ac06a9e4cd628853d59e6c42e,b6db806f2770472b5f96fc9e198274858d3abab2004651860d22f356ce7ec481,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
92ee00a8ec3eab51a42fb52e1469db4558c14148d88293ee0e64facfcd714b2f,b638b9342c891de746bcb15908209d801884da2ea6a99048b685d726a2950ee1,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
1fbb53e3d34d44af65754137f73abc31d8dc4bf80fd03f0e527f775ac41411e7,4936090991b5131cf3bdd79e58b04abf65201bcec7344ac48673be1901f87a6a,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
a5b6d84a447c2881082dc06002501d1386bb9a0fdfb8ceb4e7dc68d0e581e3f0,7b4123ebf22ef0089172fb1b9e5b7a6af570d4cee95a9a12e6e432c275a9d410,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
48d7388fb262a05816f42519d6fe5dbb92f66ade177d36b0ea339659620239cb,a9c0f8a2853e3d5139f9c5d6fcdf601d67e842bca98631edec8b1f1668056617,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
fac1e344d5da8458b364c0f3e1ab26096849abd9a5900ebe466a0ef228edf886,6947d23a2fef9d383f06c72d23faf99c322efc8a3ca020843d874593cd466047,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
b675ef402a12216b8eb7edf6750878efec2ed17dce6360fb3a1e97d9c7b1c5f2,97beb514f0003407fa5f00d6a2d5f46ee4511da4e8864eea93dd2dee4340517b,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
8056af523dc4ca5c15be19a8cbf6f604a9c03bf04a7590bafe97f5ccef6d9d1c,fbd40616bfbaa20c4513651b5b10f89fee66cbc22116df351ccfb2f5cd3b5851,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
a2b198ca01eb8b097e0eddab2921538ebe6d6b3387f7546fff5b14de1672865e,8c72e1a50c6734dcfc1d3286d7f650b36ac3ba02e3f528775bbb4f379ddf9508,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
2b7ca646fe8e38d014e883b00eeb517cd22d92e9488ad8175cd7f793aba0e83d,8c72e1a50c6734dcfc1d3286d7f650b36ac3ba02e3f528775bbb4f379ddf9508,5d199ae27f03965e32456e45e1c0bb5d0d2eb97797376f13844d8e5d2d477cb8,f12f91011809dbc440c9773e9448532546e092e1f4d0a2513764b711a977661c
73102f0d755982eefe00f3dc1333b8af3b50e45a50b4d756aec8920062e9ccad,f25c406dd8b52f5d0996e5ab15ad85fac9cfc082c01e738633e8b5d23cdcf679,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
34d262c403285a40f8ffcfc74b407ff890b7bf6c7da02b1ba624b5e26aaedf3a,c10ea33a069a5cfdce465e87b1b68c8e1e1b8ca11d1c4679aaeeefcf7a2ebae9,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
6d8518b18acab0a9892184cd55648daa67f4febd5bdd286e26a47e05ca2f99b2,69346cadd9b8797dd32ebb2580d3403451925ad25a1f309265a73e5dd5606348,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
8d0c9ca77ba10bf9f2eb3b96ae284d70415d6d3bd621c4797be4b1756a842f0b,69346cadd9b8797dd32ebb2580d3403451925ad25a1f309265a73e5dd5606348,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
bc7b45b550400a8ee7424c23efc2841143958f5e9eac9eeca0ee1be79853dedd,69346cadd9b8797dd32ebb2580d3403451925ad25a1f309265a73e5dd5606348,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
d152f2cfa69f51ad5515a1877769b1f02d4ed3acda22b50f7bca028cd4870751,42b401d45e4a641386c5906cfc3c5932a3384e754646c41e662138d2bbb2967a,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
5ed9ca1c2639f418dae7ad34491b00d90305f9526015576f27adc9328e9b9a57,32b3ef7cc278d6dae3734579376d981ea347f0f4ae7feff0f86abc2a4727ef07,48d7388fb262a05816f42519d6fe5dbb92f66ade177d36b0ea339659620239cb,a9c0f8a2853e3d5139f9c5d6fcdf601d67e842bca98631edec8b1f1668056617
5ed9ca1c2639f418dae7ad34491b00d90305f9526015576f27adc9328e9b9a57,32b3ef7cc278d6dae3734579376d981ea347f0f4ae7feff0f86abc2a4727ef07,be1b64ffff0220e1b2788a39119437dc0c9a97d53549efedb869d93720ce2b19,894f733cb57380fe25c90df36f57746fb5ad3a28da7a91623d2bfadad172e7b2
b0eddd97aa30cd3e813e9d06202e8058a27fe5f820824ab0b0e8c895a8e53140,cedfb4d236afe1c13f8c43812dc4fa2e3e2d0ee4e22d0cc6eb064fa28f11b2ab,68f0da678454c66022ae920335bd5a4a54d8a65fcb553b6d456f65a027840b27,Not_available
