FromNodeId,From_Author_Seed,ToNodeId,To_Author_Seed
11153496fa895ec95f8ed54a5a53e28a117493a2440ce564ad26fb01cb60986e,c4a46746b60c6738c60fcd458ed1798b6b4acf606edeb49db3ee3bb2b903c438,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
545c1c3f172e730ba11b6257e37dbd4b874aa0e2b2d25e6facd57705bfa47759,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
5a53101552dae4e2cd1b32ce99bda271d656d04b50e89c5fafaf140d59d410ce,f9f119bcac7d31ca38ee3c7c800e14715e645f0e10fc59cb41fa175ab963c921,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
25d541df26306452f3bd459a81ab0f92403cda4941486cb00e23996388ed5f8d,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764,545c1c3f172e730ba11b6257e37dbd4b874aa0e2b2d25e6facd57705bfa47759,33be2cf279fa9d545b648dfbda8f03c70000758e7e8bdc4e7050d0b1b4ad7764
a911538047531d31c47e46bbfaed3e1445f97b9940166c96a85c50f9564e4b28,5a3d33b5718e1fc877530b74b1a7fcb28fc9f701946a945da7ba0a10b8a56db3,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
96e8ef60e8434ebc2c77675d7c13fd50ab8f311af5bba86f4f7f13b6772e6f4d,bf57134f6338353de77be0ef0cc409e993c3c9b44487c5a17da5f7db95dd3e96,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
1d69c36d7dadc607c9a7d03f50b169a11c6a7fb1ee39fc547ec163ebce261d8d,5429cb8aa4d89377accb6ec04abb32e58dbaad80efd164f884429896e8792e54,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
2f5fe0255f5f78643eeb0ad2c41603006c4e628d42019aeeca6de73f84fe1075,0546a75049ff40a1c5f701ea7bedd03d7fb816a3d3e2c8d193da92207787b335,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
bc83d0247997701f03567fc5268e1913fb7aa18cdffcaef7452e6375a7aaf24f,9317c6bae55975e6c0e43715c913510bd10d13fd7cf767e05605293d84870644,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
1af77f1d9fb78ed2190775f94ff1b713ec617c73a761145d3bccfbf5e9b7c467,f12f91011809dbc440c9773e9448532546e092e1f4d0a2513764b711a977661c,dcef4a4c26510ccd28adc09f572176dac04e33b58ef664e92f37a4cbbc2e418f,Not_available
